Year,Month,Provider Parent Org Code,Provider Parent Name,Treatment Function Name,Total waiting > 52 weeks,Total waiting > 18 weeks
2020,Nov,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",Gastroenterology,421,4266
2020,Nov,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",General Medicine,1,22
2020,Nov,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",General Surgery,1329,4038
2020,Nov,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",Geriatric Medicine,0,21
2020,Nov,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",Gynaecology,739,4630
2020,Nov,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",Neurology,0,412
2020,Nov,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",Neurosurgery,0,17
2020,Nov,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",Ophthalmology,446,4152
2020,Nov,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",Other,2787,12431
2020,Nov,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",Plastic Surgery,316,1168
2020,Nov,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",Rheumatology,0,402
2020,Nov,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",Thoracic Medicine,8,70
2020,Nov,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",Total,10549,50191
2020,Nov,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",Trauma & Orthopaedics,2133,8564
2020,Nov,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",Urology,946,3126
2020,Nov,QKK,OUR HEALTHIER SOUTH EAST LONDON STP,Cardiology,306,3173
2020,Nov,QKK,OUR HEALTHIER SOUTH EAST LONDON STP,Cardiothoracic Surgery,2,41
2020,Nov,QKK,OUR HEALTHIER SOUTH EAST LONDON STP,Dermatology,18,1475
2020,Nov,QKK,OUR HEALTHIER SOUTH EAST LONDON STP,"Ear, Nose & Throat (ENT)",1699,8765
2020,Nov,QKK,OUR HEALTHIER SOUTH EAST LONDON STP,Gastroenterology,86,1621
2020,Nov,QKK,OUR HEALTHIER SOUTH EAST LONDON STP,General Medicine,4,225
2020,Nov,QKK,OUR HEALTHIER SOUTH EAST LONDON STP,General Surgery,2182,6599
2020,Nov,QKK,OUR HEALTHIER SOUTH EAST LONDON STP,Geriatric Medicine,6,82
2020,Nov,QKK,OUR HEALTHIER SOUTH EAST LONDON STP,Gynaecology,1454,6205
2020,Nov,QKK,OUR HEALTHIER SOUTH EAST LONDON STP,Neurology,8,622
2020,Nov,QKK,OUR HEALTHIER SOUTH EAST LONDON STP,Neurosurgery,220,1026
2020,Nov,QKK,OUR HEALTHIER SOUTH EAST LONDON STP,Ophthalmology,1449,6284
2020,Nov,QKK,OUR HEALTHIER SOUTH EAST LONDON STP,Oral Surgery,1832,7250
2020,Nov,QKK,OUR HEALTHIER SOUTH EAST LONDON STP,Other,3498,20333
2020,Nov,QKK,OUR HEALTHIER SOUTH EAST LONDON STP,Plastic Surgery,477,1477
2020,Nov,QKK,OUR HEALTHIER SOUTH EAST LONDON STP,Rheumatology,25,377
2020,Nov,QKK,OUR HEALTHIER SOUTH EAST LONDON STP,Thoracic Medicine,2,410
2020,Nov,QKK,OUR HEALTHIER SOUTH EAST LONDON STP,Total,14840,75891
2020,Nov,QKK,OUR HEALTHIER SOUTH EAST LONDON STP,Trauma & Orthopaedics,1394,7262
2020,Nov,QKK,OUR HEALTHIER SOUTH EAST LONDON STP,Urology,178,2664
2020,Nov,QKS,KENT AND MEDWAY STP,Cardiology,8,1081
2020,Nov,QKS,KENT AND MEDWAY STP,Cardiothoracic Surgery,0,6
2020,Nov,QKS,KENT AND MEDWAY STP,Dermatology,253,1785
2020,Nov,QKS,KENT AND MEDWAY STP,"Ear, Nose & Throat (ENT)",1543,7824
2020,Nov,QKS,KENT AND MEDWAY STP,Gastroenterology,80,2672
2020,Nov,QKS,KENT AND MEDWAY STP,General Medicine,1,188
2020,Nov,QKS,KENT AND MEDWAY STP,General Surgery,1034,7697
2020,Nov,QKS,KENT AND MEDWAY STP,Geriatric Medicine,0,86
2020,Nov,QKS,KENT AND MEDWAY STP,Gynaecology,871,5998
2020,Nov,QKS,KENT AND MEDWAY STP,Neurology,3,683
2020,Nov,QKS,KENT AND MEDWAY STP,Neurosurgery,0,0
2020,Nov,QKS,KENT AND MEDWAY STP,Ophthalmology,266,3948
2020,Nov,QKS,KENT AND MEDWAY STP,Oral Surgery,35,1053
2020,Nov,QKS,KENT AND MEDWAY STP,Other,185,4442
2020,Nov,QKS,KENT AND MEDWAY STP,Rheumatology,4,1027
2020,Nov,QKS,KENT AND MEDWAY STP,Thoracic Medicine,2,634
2020,Nov,QKS,KENT AND MEDWAY STP,Total,6930,57299
2020,Nov,QKS,KENT AND MEDWAY STP,Trauma & Orthopaedics,2243,14334
2020,Nov,QKS,KENT AND MEDWAY STP,Urology,402,3841
2020,Nov,QM7,HERTFORDSHIRE AND WEST ESSEX STP,Cardiology,11,1373
2020,Nov,QM7,HERTFORDSHIRE AND WEST ESSEX STP,Cardiothoracic Surgery,0,9
2020,Nov,QM7,HERTFORDSHIRE AND WEST ESSEX STP,Dermatology,36,599
2020,Nov,QM7,HERTFORDSHIRE AND WEST ESSEX STP,"Ear, Nose & Throat (ENT)",580,2702
2020,Nov,QM7,HERTFORDSHIRE AND WEST ESSEX STP,Gastroenterology,142,2812
2020,Nov,QM7,HERTFORDSHIRE AND WEST ESSEX STP,General Medicine,0,76
2020,Nov,QM7,HERTFORDSHIRE AND WEST ESSEX STP,General Surgery,299,2916
2020,Nov,QM7,HERTFORDSHIRE AND WEST ESSEX STP,Geriatric Medicine,0,124
2020,Nov,QM7,HERTFORDSHIRE AND WEST ESSEX STP,Gynaecology,93,1243
2020,Nov,QM7,HERTFORDSHIRE AND WEST ESSEX STP,Neurology,15,155
2020,Nov,QM7,HERTFORDSHIRE AND WEST ESSEX STP,Neurosurgery,0,1
2020,Nov,QM7,HERTFORDSHIRE AND WEST ESSEX STP,Ophthalmology,544,3382
2020,Nov,QM7,HERTFORDSHIRE AND WEST ESSEX STP,Oral Surgery,800,2367
2020,Nov,QM7,HERTFORDSHIRE AND WEST ESSEX STP,Other,615,5294
2020,Nov,QM7,HERTFORDSHIRE AND WEST ESSEX STP,Plastic Surgery,51,398
2020,Nov,QM7,HERTFORDSHIRE AND WEST ESSEX STP,Rheumatology,9,473
2020,Nov,QM7,HERTFORDSHIRE AND WEST ESSEX STP,Thoracic Medicine,2,606
2020,Nov,QM7,HERTFORDSHIRE AND WEST ESSEX STP,Total,4665,32303
2020,Nov,QM7,HERTFORDSHIRE AND WEST ESSEX STP,Trauma & Orthopaedics,1135,5785
2020,Nov,QM7,HERTFORDSHIRE AND WEST ESSEX STP,Urology,333,1988
2020,Nov,QMF,EAST LONDON HEALTH & CARE PARTNERSHIP (STP),Cardiology,101,2028
2020,Nov,QMF,EAST LONDON HEALTH & CARE PARTNERSHIP (STP),Cardiothoracic Surgery,12,165
2020,Nov,QMF,EAST LONDON HEALTH & CARE PARTNERSHIP (STP),Dermatology,209,2771
2020,Nov,QMF,EAST LONDON HEALTH & CARE PARTNERSHIP (STP),"Ear, Nose & Throat (ENT)",1614,6908
2020,Nov,QMF,EAST LONDON HEALTH & CARE PARTNERSHIP (STP),Gastroenterology,50,2290
2020,Nov,QMF,EAST LONDON HEALTH & CARE PARTNERSHIP (STP),General Medicine,1,71
2020,Nov,QMF,EAST LONDON HEALTH & CARE PARTNERSHIP (STP),General Surgery,881,5436
2020,Nov,QMF,EAST LONDON HEALTH & CARE PARTNERSHIP (STP),Geriatric Medicine,4,48
2020,Nov,QMF,EAST LONDON HEALTH & CARE PARTNERSHIP (STP),Gynaecology,967,6134
2020,Nov,QMF,EAST LONDON HEALTH & CARE PARTNERSHIP (STP),Neurology,29,1892
2020,Nov,QMF,EAST LONDON HEALTH & CARE PARTNERSHIP (STP),Neurosurgery,231,1610
2020,Nov,QMF,EAST LONDON HEALTH & CARE PARTNERSHIP (STP),Ophthalmology,423,4544
2020,Nov,QMF,EAST LONDON HEALTH & CARE PARTNERSHIP (STP),Oral Surgery,536,2042
2020,Nov,QMF,EAST LONDON HEALTH & CARE PARTNERSHIP (STP),Other,5480,23604
2020,Nov,QMF,EAST LONDON HEALTH & CARE PARTNERSHIP (STP),Plastic Surgery,396,1057
2020,Nov,QMF,EAST LONDON HEALTH & CARE PARTNERSHIP (STP),Rheumatology,20,357
2020,Nov,QMF,EAST LONDON HEALTH & CARE PARTNERSHIP (STP),Thoracic Medicine,81,1143
2020,Nov,QMF,EAST LONDON HEALTH & CARE PARTNERSHIP (STP),Total,13742,79711
2020,Nov,QMF,EAST LONDON HEALTH & CARE PARTNERSHIP (STP),Trauma & Orthopaedics,1993,12600
2020,Nov,QMF,EAST LONDON HEALTH & CARE PARTNERSHIP (STP),Urology,714,5011
2020,Nov,QMJ,NORTH LONDON PARTNERS IN HEALTH & CARE (STP),Cardiology,3,580
2020,Nov,QMJ,NORTH LONDON PARTNERS IN HEALTH & CARE (STP),Cardiothoracic Surgery,0,2
2020,Nov,QMJ,NORTH LONDON PARTNERS IN HEALTH & CARE (STP),Dermatology,91,776
2020,Nov,QMJ,NORTH LONDON PARTNERS IN HEALTH & CARE (STP),"Ear, Nose & Throat (ENT)",719,5782
2020,Nov,QMJ,NORTH LONDON PARTNERS IN HEALTH & CARE (STP),Gastroenterology,29,583
2020,Nov,QMJ,NORTH LONDON PARTNERS IN HEALTH & CARE (STP),General Medicine,7,280
2020,Nov,QMJ,NORTH LONDON PARTNERS IN HEALTH & CARE (STP),General Surgery,336,2128
2020,Nov,QMJ,NORTH LONDON PARTNERS IN HEALTH & CARE (STP),Geriatric Medicine,1,11
2020,Nov,QMJ,NORTH LONDON PARTNERS IN HEALTH & CARE (STP),Gynaecology,343,2051
2020,Nov,QMJ,NORTH LONDON PARTNERS IN HEALTH & CARE (STP),Neurology,46,884
2020,Nov,QMJ,NORTH LONDON PARTNERS IN HEALTH & CARE (STP),Neurosurgery,18,270
2020,Nov,QMJ,NORTH LONDON PARTNERS IN HEALTH & CARE (STP),Ophthalmology,171,15166
2020,Nov,QMJ,NORTH LONDON PARTNERS IN HEALTH & CARE (STP),Oral Surgery,86,905
2020,Nov,QMJ,NORTH LONDON PARTNERS IN HEALTH & CARE (STP),Other,2648,15445
2020,Nov,QMJ,NORTH LONDON PARTNERS IN HEALTH & CARE (STP),Plastic Surgery,3,31
2020,Nov,QMJ,NORTH LONDON PARTNERS IN HEALTH & CARE (STP),Rheumatology,2,208
2020,Nov,QMJ,NORTH LONDON PARTNERS IN HEALTH & CARE (STP),Thoracic Medicine,4,238
2020,Nov,QMJ,NORTH LONDON PARTNERS IN HEALTH & CARE (STP),Total,5616,52603
2020,Nov,QMJ,NORTH LONDON PARTNERS IN HEALTH & CARE (STP),Trauma & Orthopaedics,710,4441
2020,Nov,QMJ,NORTH LONDON PARTNERS IN HEALTH & CARE (STP),Urology,399,2822
2020,Nov,QMM,NORFOLK AND WAVENEY HEALTH & CARE PARTNERSHIP (STP),Cardiology,65,1165
2020,Nov,QMM,NORFOLK AND WAVENEY HEALTH & CARE PARTNERSHIP (STP),Cardiothoracic Surgery,0,0
2020,Nov,QMM,NORFOLK AND WAVENEY HEALTH & CARE PARTNERSHIP (STP),Dermatology,399,4299
2020,Nov,QMM,NORFOLK AND WAVENEY HEALTH & CARE PARTNERSHIP (STP),"Ear, Nose & Throat (ENT)",574,4019
2020,Nov,QMM,NORFOLK AND WAVENEY HEALTH & CARE PARTNERSHIP (STP),Gastroenterology,26,387
2020,Nov,QMM,NORFOLK AND WAVENEY HEALTH & CARE PARTNERSHIP (STP),General Medicine,6,182
2020,Nov,QMM,NORFOLK AND WAVENEY HEALTH & CARE PARTNERSHIP (STP),General Surgery,1127,5168
2020,Nov,QMM,NORFOLK AND WAVENEY HEALTH & CARE PARTNERSHIP (STP),Geriatric Medicine,1,16
2020,Nov,QMM,NORFOLK AND WAVENEY HEALTH & CARE PARTNERSHIP (STP),Gynaecology,1447,4772
2020,Nov,QMM,NORFOLK AND WAVENEY HEALTH & CARE PARTNERSHIP (STP),Neurology,14,538
2020,Nov,QMM,NORFOLK AND WAVENEY HEALTH & CARE PARTNERSHIP (STP),Ophthalmology,1074,6913
2020,Nov,QMM,NORFOLK AND WAVENEY HEALTH & CARE PARTNERSHIP (STP),Oral Surgery,472,1580
2020,Nov,QMM,NORFOLK AND WAVENEY HEALTH & CARE PARTNERSHIP (STP),Other,1476,6480
2020,Nov,QMM,NORFOLK AND WAVENEY HEALTH & CARE PARTNERSHIP (STP),Plastic Surgery,333,1051
2020,Nov,QMM,NORFOLK AND WAVENEY HEALTH & CARE PARTNERSHIP (STP),Rheumatology,4,151
2020,Nov,QMM,NORFOLK AND WAVENEY HEALTH & CARE PARTNERSHIP (STP),Thoracic Medicine,11,143
2020,Nov,QMM,NORFOLK AND WAVENEY HEALTH & CARE PARTNERSHIP (STP),Total,12558,51660
2020,Nov,QMM,NORFOLK AND WAVENEY HEALTH & CARE PARTNERSHIP (STP),Trauma & Orthopaedics,4882,11981
2020,Nov,QMM,NORFOLK AND WAVENEY HEALTH & CARE PARTNERSHIP (STP),Urology,647,2815
2020,Nov,QNC,STAFFORDSHIRE & STOKE ON TRENT STP,Cardiology,18,861
2020,Nov,QNC,STAFFORDSHIRE & STOKE ON TRENT STP,Cardiothoracic Surgery,0,10
2020,Nov,QNC,STAFFORDSHIRE & STOKE ON TRENT STP,Dermatology,15,220
2020,Nov,QNC,STAFFORDSHIRE & STOKE ON TRENT STP,"Ear, Nose & Throat (ENT)",459,1873
2020,Nov,QNC,STAFFORDSHIRE & STOKE ON TRENT STP,Gastroenterology,29,1130
2020,Nov,QNC,STAFFORDSHIRE & STOKE ON TRENT STP,General Surgery,882,3718
2020,Nov,QNC,STAFFORDSHIRE & STOKE ON TRENT STP,Geriatric Medicine,0,1
2020,Nov,QNC,STAFFORDSHIRE & STOKE ON TRENT STP,Gynaecology,188,1150
2020,Nov,QNC,STAFFORDSHIRE & STOKE ON TRENT STP,Neurology,0,1574
2020,Nov,QNC,STAFFORDSHIRE & STOKE ON TRENT STP,Neurosurgery,19,151
2020,Nov,QNC,STAFFORDSHIRE & STOKE ON TRENT STP,Ophthalmology,125,1379
2020,Nov,QNC,STAFFORDSHIRE & STOKE ON TRENT STP,Oral Surgery,405,949
2020,Nov,QNC,STAFFORDSHIRE & STOKE ON TRENT STP,Other,211,2264
2020,Nov,QNC,STAFFORDSHIRE & STOKE ON TRENT STP,Plastic Surgery,93,534
2020,Nov,QNC,STAFFORDSHIRE & STOKE ON TRENT STP,Rheumatology,27,851
2020,Nov,QNC,STAFFORDSHIRE & STOKE ON TRENT STP,Thoracic Medicine,45,721
2020,Nov,QNC,STAFFORDSHIRE & STOKE ON TRENT STP,Total,3899,25519
2020,Nov,QNC,STAFFORDSHIRE & STOKE ON TRENT STP,Trauma & Orthopaedics,916,6338
2020,Nov,QNC,STAFFORDSHIRE & STOKE ON TRENT STP,Urology,467,1795
2020,Nov,QNQ,FRIMLEY HEALTH & CARE (STP),Cardiology,7,392
2020,Nov,QNQ,FRIMLEY HEALTH & CARE (STP),Dermatology,20,1078
2020,Nov,QNQ,FRIMLEY HEALTH & CARE (STP),"Ear, Nose & Throat (ENT)",73,1142
2020,Nov,QNQ,FRIMLEY HEALTH & CARE (STP),Gastroenterology,3,164
2020,Nov,QNQ,FRIMLEY HEALTH & CARE (STP),General Medicine,0,27
2020,Nov,QNQ,FRIMLEY HEALTH & CARE (STP),General Surgery,53,975
2020,Nov,QNQ,FRIMLEY HEALTH & CARE (STP),Geriatric Medicine,0,2
2020,Nov,QNQ,FRIMLEY HEALTH & CARE (STP),Gynaecology,12,544
2020,Nov,QNQ,FRIMLEY HEALTH & CARE (STP),Neurology,3,257
2020,Nov,QNQ,FRIMLEY HEALTH & CARE (STP),Ophthalmology,35,1033
2020,Nov,QNQ,FRIMLEY HEALTH & CARE (STP),Oral Surgery,0,8
2020,Nov,QNQ,FRIMLEY HEALTH & CARE (STP),Other,301,2852
2020,Nov,QNQ,FRIMLEY HEALTH & CARE (STP),Plastic Surgery,34,335
2020,Nov,QNQ,FRIMLEY HEALTH & CARE (STP),Rheumatology,1,224
2020,Nov,QNQ,FRIMLEY HEALTH & CARE (STP),Thoracic Medicine,4,120
2020,Nov,QNQ,FRIMLEY HEALTH & CARE (STP),Total,1065,14843
2020,Nov,QNQ,FRIMLEY HEALTH & CARE (STP),Trauma & Orthopaedics,404,4370
2020,Nov,QNQ,FRIMLEY HEALTH & CARE (STP),Urology,115,1320
2020,Nov,QNX,SUSSEX HEALTH AND CARE PARTNERSHIPS,Cardiology,100,1722
2020,Nov,QNX,SUSSEX HEALTH AND CARE PARTNERSHIPS,Cardiothoracic Surgery,7,123
2020,Nov,QNX,SUSSEX HEALTH AND CARE PARTNERSHIPS,Dermatology,49,1414
2020,Nov,QNX,SUSSEX HEALTH AND CARE PARTNERSHIPS,"Ear, Nose & Throat (ENT)",1421,6621
2020,Nov,QNX,SUSSEX HEALTH AND CARE PARTNERSHIPS,Gastroenterology,142,3700
2020,Nov,QNX,SUSSEX HEALTH AND CARE PARTNERSHIPS,General Medicine,1,259
2020,Nov,QNX,SUSSEX HEALTH AND CARE PARTNERSHIPS,General Surgery,1518,9078
2020,Nov,QNX,SUSSEX HEALTH AND CARE PARTNERSHIPS,Geriatric Medicine,0,14
2020,Nov,QNX,SUSSEX HEALTH AND CARE PARTNERSHIPS,Gynaecology,554,4112
2020,Nov,QNX,SUSSEX HEALTH AND CARE PARTNERSHIPS,Neurology,81,1535
2020,Nov,QNX,SUSSEX HEALTH AND CARE PARTNERSHIPS,Neurosurgery,236,802
2020,Nov,QNX,SUSSEX HEALTH AND CARE PARTNERSHIPS,Ophthalmology,1342,10212
2020,Nov,QNX,SUSSEX HEALTH AND CARE PARTNERSHIPS,Oral Surgery,933,4194
2020,Nov,QNX,SUSSEX HEALTH AND CARE PARTNERSHIPS,Other,545,4732
2020,Nov,QNX,SUSSEX HEALTH AND CARE PARTNERSHIPS,Plastic Surgery,684,2569
2020,Nov,QNX,SUSSEX HEALTH AND CARE PARTNERSHIPS,Rheumatology,11,481
2020,Nov,QNX,SUSSEX HEALTH AND CARE PARTNERSHIPS,Thoracic Medicine,8,540
2020,Nov,QNX,SUSSEX HEALTH AND CARE PARTNERSHIPS,Total,10436,69702
2020,Nov,QNX,SUSSEX HEALTH AND CARE PARTNERSHIPS,Trauma & Orthopaedics,1922,12808
2020,Nov,QNX,SUSSEX HEALTH AND CARE PARTNERSHIPS,Urology,882,4786
2020,Nov,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,Cardiology,15,943
2020,Nov,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,Cardiothoracic Surgery,0,0
2020,Nov,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,Dermatology,3,386
2020,Nov,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,"Ear, Nose & Throat (ENT)",148,1388
2020,Nov,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,Gastroenterology,6,403
2020,Nov,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,General Medicine,3,2440
2020,Nov,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,General Surgery,428,2598
2020,Nov,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,Geriatric Medicine,0,126
2020,Nov,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,Gynaecology,113,1058
2020,Nov,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,Neurology,7,237
2020,Nov,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,Ophthalmology,591,4136
2020,Nov,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,Oral Surgery,423,1541
2020,Nov,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,Other,66,800
2020,Nov,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,Rheumatology,2,38
2020,Nov,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,Thoracic Medicine,7,524
2020,Nov,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,Total,3379,28017
2020,Nov,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,Trauma & Orthopaedics,1449,10488
2020,Nov,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,Urology,118,911
2020,Nov,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,Cardiology,279,3440
2020,Nov,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,Cardiothoracic Surgery,72,438
2020,Nov,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,Dermatology,352,4998
2020,Nov,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,"Ear, Nose & Throat (ENT)",3488,16120
2020,Nov,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,Gastroenterology,610,13681
2020,Nov,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,General Medicine,383,3048
2020,Nov,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,General Surgery,4680,17241
2020,Nov,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,Geriatric Medicine,0,403
2020,Nov,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,Gynaecology,3340,16524
2020,Nov,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,Neurology,109,1806
2020,Nov,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,Neurosurgery,539,3086
2020,Nov,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,Ophthalmology,2236,13211
2020,Nov,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,Oral Surgery,4248,12948
2020,Nov,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,Other,6345,37231
2020,Nov,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,Plastic Surgery,921,2914
2020,Nov,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,Rheumatology,26,1898
2020,Nov,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,Thoracic Medicine,9,838
2020,Nov,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,Total,33559,185575
2020,Nov,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,Trauma & Orthopaedics,3588,25174
2020,Nov,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,Urology,2334,10576
2020,Nov,QOQ,"HUMBER, COAST AND VALE STP",Cardiology,711,3962
2020,Nov,QOQ,"HUMBER, COAST AND VALE STP",Cardiothoracic Surgery,76,298
2020,Nov,QOQ,"HUMBER, COAST AND VALE STP",Dermatology,276,1690
2020,Nov,QOQ,"HUMBER, COAST AND VALE STP","Ear, Nose & Throat (ENT)",3345,9539
2020,Nov,QOQ,"HUMBER, COAST AND VALE STP",Gastroenterology,268,2406
2020,Nov,QOQ,"HUMBER, COAST AND VALE STP",General Medicine,6,226
2020,Nov,QOQ,"HUMBER, COAST AND VALE STP",General Surgery,2191,10194
2020,Nov,QOQ,"HUMBER, COAST AND VALE STP",Geriatric Medicine,0,55
2020,Nov,QOQ,"HUMBER, COAST AND VALE STP",Gynaecology,1451,4760
2020,Nov,QOQ,"HUMBER, COAST AND VALE STP",Neurology,29,762
2020,Nov,QOQ,"HUMBER, COAST AND VALE STP",Neurosurgery,295,1352
2020,Nov,QOQ,"HUMBER, COAST AND VALE STP",Ophthalmology,2022,8930
2020,Nov,QOQ,"HUMBER, COAST AND VALE STP",Oral Surgery,1322,4786
2020,Nov,QOQ,"HUMBER, COAST AND VALE STP",Other,1734,8459
2020,Nov,QOQ,"HUMBER, COAST AND VALE STP",Plastic Surgery,1902,3983
2020,Nov,QOQ,"HUMBER, COAST AND VALE STP",Rheumatology,54,1002
2020,Nov,QOQ,"HUMBER, COAST AND VALE STP",Thoracic Medicine,316,1581
2020,Nov,QOQ,"HUMBER, COAST AND VALE STP",Total,20013,79973
2020,Nov,QOQ,"HUMBER, COAST AND VALE STP",Trauma & Orthopaedics,2704,10920
2020,Nov,QOQ,"HUMBER, COAST AND VALE STP",Urology,1311,5068
2020,Nov,QOX,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE STP",Cardiology,41,689
2020,Nov,QOX,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE STP",Dermatology,106,923
2020,Nov,QOX,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE STP","Ear, Nose & Throat (ENT)",635,4070
2020,Nov,QOX,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE STP",Gastroenterology,95,2031
2020,Nov,QOX,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE STP",General Medicine,47,194
2020,Nov,QOX,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE STP",General Surgery,622,3830
2020,Nov,QOX,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE STP",Geriatric Medicine,0,39
2020,Nov,QOX,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE STP",Gynaecology,360,2244
2020,Nov,QOX,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE STP",Neurology,2,387
2020,Nov,QOX,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE STP",Ophthalmology,230,3469
2020,Nov,QOX,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE STP",Oral Surgery,553,4210
2020,Nov,QOX,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE STP",Other,92,1808
2020,Nov,QOX,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE STP",Plastic Surgery,106,666
2020,Nov,QOX,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE STP",Rheumatology,4,149
2020,Nov,QOX,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE STP",Thoracic Medicine,46,421
2020,Nov,QOX,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE STP",Total,5466,35553
2020,Nov,QOX,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE STP",Trauma & Orthopaedics,2015,8046
2020,Nov,QOX,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE STP",Urology,512,2377
2020,Nov,QPM,NORTHAMPTONSHIRE STP,Cardiology,42,987
2020,Nov,QPM,NORTHAMPTONSHIRE STP,Cardiothoracic Surgery,0,0
2020,Nov,QPM,NORTHAMPTONSHIRE STP,Dermatology,53,541
2020,Nov,QPM,NORTHAMPTONSHIRE STP,"Ear, Nose & Throat (ENT)",217,2079
2020,Nov,QPM,NORTHAMPTONSHIRE STP,Gastroenterology,10,592
2020,Nov,QPM,NORTHAMPTONSHIRE STP,General Medicine,0,106
2020,Nov,QPM,NORTHAMPTONSHIRE STP,General Surgery,121,1783
2020,Nov,QPM,NORTHAMPTONSHIRE STP,Geriatric Medicine,0,52
2020,Nov,QPM,NORTHAMPTONSHIRE STP,Gynaecology,145,1045
2020,Nov,QPM,NORTHAMPTONSHIRE STP,Neurology,0,66
